Game_ID,Event_Number,Frame_Number,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29
C:\Users\u172951\Documents\data\0021500493.json,1,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\u172951\Documents\data\0021500493.json,1,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\u172951\Documents\data\0021500493.json,2,142,23.0,-1.135082555102039,24.3190324109265,0.0,0.0,23.0,-0.812546637461912,17.201592594949346,0.0,0.0,23.0,-0.32789917587529055,9.582950685821608,0.0,0.0,23.0,-0.8838424022886443,12.76280822530482,0.0,0.0,23.0,-0.9117366036176145,20.172349570228786,0.0,0.0,23.0,-1.4755466905186592,30.818351275933967,0.0,0.0
C:\Users\u172951\Documents\data\0021500493.json,2,440,23.0,0.11532031741520539,6.7651144711200715,-0.34623518959583194,5.590562663886346,14.0,-1.6817995715251641,27.564275254820856,-0.34623518959583194,8.111856080413265,12.0,-2.801683714673617,32.675864773866294,0.0,6.147353053623007,23.0,-0.5399566585889612,38.78400389358591,-1.3650677943849316,14.58529532127133,23.0,1.5083290621387144,14.373791433511746,-1.3650677943849316,10.82843226361042,23.0,-0.45449996564451506,32.22075384204846,-1.1283475371286165,13.669462580270011
C:\Users\u172951\Documents\data\0021500493.json,2,533,23.0,-0.11864432183061455,2.7030101948903735,0.0,0.0,23.0,-0.33033559035330157,8.269542473473502,0.0,0.0,23.0,-0.30322209095527514,8.922359809909041,0.0,0.0,23.0,-0.6266354015634829,14.973958620798069,0.0,0.0,23.0,-0.6135307182725924,8.131105519850664,0.0,0.0,23.0,-0.5159129648804709,13.831156744339111,0.0,0.0
C:\Users\u172951\Documents\data\0021500493.json,2,546,22.0,-0.10743625591515253,1.9170713973516644,0.0,0.0,23.0,-0.33734421841232026,14.083238392480288,0.0,0.0,23.0,-0.3926899501648745,13.220255068519377,0.0,0.0,23.0,-0.6564454211573206,15.754648060550966,0.0,0.0,23.0,-0.30550080233946514,7.646853777500113,0.0,0.0,23.0,-0.6268855030780152,16.60870609825906,0.0,0.0
C:\Users\u172951\Documents\data\0021500493.json,3,142,23.0,-1.135082555102039,24.3190324109265,0.0,0.0,23.0,-0.812546637461912,17.201592594949346,0.0,0.0,23.0,-0.32789917587529055,9.582950685821608,0.0,0.0,23.0,-0.8838424022886443,12.76280822530482,0.0,0.0,23.0,-0.9117366036176145,20.172349570228786,0.0,0.0,23.0,-1.4755466905186592,30.818351275933967,0.0,0.0
C:\Users\u172951\Documents\data\0021500493.json,3,440,23.0,0.11532031741520539,6.7651144711200715,-0.34623518959583194,5.590562663886346,14.0,-1.6817995715251641,27.564275254820856,-0.34623518959583194,8.111856080413265,12.0,-2.801683714673617,32.675864773866294,0.0,6.147353053623007,23.0,-0.5399566585889612,38.78400389358591,-1.3650677943849316,14.58529532127133,23.0,1.5083290621387144,14.373791433511746,-1.3650677943849316,10.82843226361042,23.0,-0.45449996564451506,32.22075384204846,-1.1283475371286165,13.669462580270011
C:\Users\u172951\Documents\data\0021500493.json,3,533,23.0,-0.11864432183061455,2.7030101948903735,0.0,0.0,23.0,-0.33033559035330157,8.269542473473502,0.0,0.0,23.0,-0.30322209095527514,8.922359809909041,0.0,0.0,23.0,-0.6266354015634829,14.973958620798069,0.0,0.0,23.0,-0.6135307182725924,8.131105519850664,0.0,0.0,23.0,-0.5159129648804709,13.831156744339111,0.0,0.0
C:\Users\u172951\Documents\data\0021500493.json,3,546,22.0,-0.10743625591515253,1.9170713973516644,0.0,0.0,23.0,-0.33734421841232026,14.083238392480288,0.0,0.0,23.0,-0.3926899501648745,13.220255068519377,0.0,0.0,23.0,-0.6564454211573206,15.754648060550966,0.0,0.0,23.0,-0.30550080233946514,7.646853777500113,0.0,0.0,23.0,-0.6268855030780152,16.60870609825906,0.0,0.0
C:\Users\u172951\Documents\data\0021500493.json,4,58,23.0,-0.11864432183061455,2.7030101948903735,0.0,0.0,23.0,-0.33033559035330157,8.269542473473502,0.0,0.0,23.0,-0.30322209095527514,8.922359809909041,0.0,0.0,23.0,-0.6266354015634829,14.973958620798069,0.0,0.0,23.0,-0.6135307182725924,8.131105519850664,0.0,0.0,23.0,-0.5159129648804709,13.831156744339111,0.0,0.0
C:\Users\u172951\Documents\data\0021500493.json,4,71,22.0,-0.10743625591515253,1.9170713973516644,0.0,0.0,23.0,-0.33734421841232026,14.083238392480288,0.0,0.0,23.0,-0.3926899501648745,13.220255068519377,0.0,0.0,23.0,-0.6564454211573206,15.754648060550966,0.0,0.0,23.0,-0.30550080233946514,7.646853777500113,0.0,0.0,23.0,-0.6268855030780152,16.60870609825906,0.0,0.0
C:\Users\u172951\Documents\data\0021500493.json,4,154,23.0,-0.27499326895554255,9.110985856548643,-0.13387867556959243,2.215398430610911,23.0,-0.27499326895554255,9.110985856548643,-0.13387867556959243,2.215398430610911,1.0,-4.76837158203125e-07,4.76837158203125e-07,0.0,1.0217417820822797e-08,23.0,-0.3083214918552244,58.03516136559853,-0.8746490889961107,17.35183241487305,23.0,-0.3083214918552244,58.03516136559853,-0.8746490889961107,17.35183241487305,23.0,-0.1883623957035958,60.27266592778426,-0.9103682353345555,18.800316569418964
C:\Users\u172951\Documents\data\0021500493.json,4,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\u172951\Documents\data\0021500493.json,4,180,23.0,0.044641601762694716,6.951172754722213,-0.10599718721946831,4.804334565028063,23.0,0.044641601762694716,6.951172754722213,-0.10599718721946831,5.481610638569322,1.0,-3.371747880871523e-07,3.371747880871523e-07,0.0,2.2881836638934594,23.0,-0.21643780401094403,44.73029526491855,-0.6744523857713274,13.869587055464105,23.0,-0.21643780401094403,44.73029526491855,-0.6744523857713274,13.073736778840555,23.0,-0.3320939667362772,49.37248041311331,-0.7430361582784399,13.129053580816198
C:\Users\u172951\Documents\data\0021500493.json,6,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\u172951\Documents\data\0021500493.json,7,451,23.0,-0.11872292483938972,4.121871550909525,0.0,0.0,23.0,-1.019408546398602,23.20165857897344,0.0,0.0,23.0,-1.1245994918002882,25.363272323012033,0.0,0.0,23.0,-1.2455162215079771,26.546403342467276,0.0,0.0,23.0,-0.6898386053048916,13.596141022230382,0.0,0.0,23.0,-1.1897288920471898,26.425440230749157,0.0,0.0
